Age,Income,Spending_Score
38.61395606,50276.27569,49.06158842
50.38036566,75146.55968,59.54081654
34.64173961,54903.91061,51.53643782
50.64643656,46713.49207,24.34015552
8.802548959,62441.08372,69.92533639
43.21902504,16832.97036,40.12486834
35.87047068,53534.21837,18.86836203
32.0099265,61562.97791,41.43769678
35.91760777,27821.20631,80.01519581
15.12431085,67156.31065,67.00443484
32.80328112,55077.44611,43.02695731
38.57112572,43770.68129,43.01484591
49.77894045,59491.72799,43.56729898
29.81729782,84060.39287,91.53495967
26.91506397,52727.99383,57.63870904
29.98242956,53723.30879,58.60083294
44.15402118,43109.58651,70.60566908
38.2875111,37252.33446,54.77578318
29.70239796,62455.03725,44.81915708
40.13267433,37158.74261,46.07300302
35.97077549,51073.49356,48.56797481
44.68644991,42835.1383,49.25555527
27.97946906,57184.69739,64.55259087
31.72337853,55004.93158,51.03891772
31.07891847,65563.09916,64.65280154
20.36485052,42349.75402,48.3856684
37.96120277,45951.87597,51.57270381
37.61055272,35318.54426,10.03598631
35.05113457,43335.6011,68.32655349
32.65412867,55659.5074,56.92976952
20.84629258,61354.82925,69.9602022
30.79354677,36167.52014,-7.925107564
31.57285483,63044.0888,91.7674941
26.97722731,70334.56788,47.20820744
33.38714288,56201.52355,72.16365633
39.04050857,78151.93719,29.20188146
53.86185901,38393.16201,62.2554781
36.74577813,31330.17945,28.93168874
37.57550391,23319.19627,37.52462079
34.25554084,72440.66467,88.28062708
15.81228785,59815.48485,46.18635198
34.73486125,49166.22994,54.34865746
35.6023021,54199.52939,67.40135461
59.63242112,33117.66429,59.91363776
33.07639035,86686.27969,53.0083781
38.01547342,51938.31773,57.29922005
34.6528823,51640.92192,98.0683117
23.31321962,60886.49936,48.84762406
46.42822815,57215.13848,54.02198093
42.51933033,53358.26036,71.01308792
42.91031947,38142.88317,72.11051866
25.90612545,57072.02536,73.74060611
49.02794311,78230.36745,62.77460444
20.98148937,70181.30069,27.13990175
40.86857094,73897.7994,82.66863065
56.90455626,42331.76485,27.07309214
25.09463675,35155.9277,56.0527093
29.3370227,48113.1962,34.914483
35.99651365,50835.87368,48.71723307
29.96524346,66412.87278,56.57524821
19.49336569,24613.03055,56.42714431
35.68562975,72943.25479,58.43841508
24.37696286,47629.88152,82.27422538
39.73592431,43596.78395,59.07068603
25.80575766,34818.43437,45.11686729
50.49934405,25177.14992,69.28174337
27.16746708,62347.55876,73.78940978
31.77938484,51099.76951,25.4478437
43.13517217,30650.5865,61.9480014
22.69135684,30573.81842,64.02345485
37.27459935,44963.22951,44.04872993
48.07142754,75035.32288,77.51413627
18.92516765,46106.12973,46.99888826
36.84633859,27452.8557,52.51152907
37.59882794,46313.85404,46.53856351
42.81822872,45909.14645,50.31158095
22.63049289,9546.700356,28.07449826
21.79543387,49185.577,21.19898235
40.21941566,46535.98205,81.89010126
37.96984673,60443.09547,33.06077303
37.5049285,77734.34142,30.17215301
38.46448209,66898.47544,6.932197728
28.19975278,45966.66964,37.22076505
37.32253697,33402.11137,23.53820413
37.93072473,88600.39705,82.8403032
27.85648582,50888.27651,70.19634179
53.65774511,50208.93938,36.2369931
39.73832921,49638.12369,95.04871611
23.08696503,52971.27141,69.63530974
41.56553609,47834.59382,43.50337233
25.2531833,41395.0699,0.01188570253
42.87084604,41797.11588,95.81885145
46.58595579,49508.70095,22.20855066
26.79317682,41848.62843,17.09202506
44.63376129,39307.31326,70.45140864
39.12780927,51596.45342,98.79504813
43.2206016,46175.34174,77.68545637
53.96792983,72559.89483,61.2781824
32.54611884,10235.45287,61.89508683
27.46263836,66372.60278,67.06831118
26.1048557,68691.27789,65.1785718
26.84189715,18899.14651,55.62382848
34.22898291,44859.68609,52.08402208
38.41151975,44428.38701,48.74813744
37.76690799,28887.32458,34.92070822
43.27183249,38332.74969,44.38649846
35.13001892,33341.36232,16.14086372
49.53534077,76284.05665,48.03320746
32.35343167,64035.1759,30.22817786
62.20169167,69073.32642,27.92821366
41.25667348,60825.08096,53.59788302
26.42842444,33064.22343,77.84004573
24.29107502,42132.19601,68.36633212
39.82472415,57340.61842,18.58998793
32.76537215,31668.08287,30.20743727
42.14000494,60694.97645,68.81542376
39.73237625,46395.11903,30.35025213
34.27171087,44377.68789,45.507337
26.53206282,60664.39952,61.00104198
19.85152775,56663.94967,30.6331109
30.53485048,44585.50751,52.10751012
43.56398794,67389.94705,23.3194901
37.14093744,33784.05009,37.97264712
22.54261221,59239.0341,56.39563868
36.73180926,58896.51887,18.14012533
38.8531738,45356.80341,58.80949476
26.16142564,54891.99533,49.60724402
36.53725106,31233.29635,61.04979909
35.58208718,63860.40529,54.47828268
23.57029702,47226.46795,77.2828086
38.5778736,42159.15469,52.50449005
40.60784526,65735.13839,41.41188918
45.83051243,39434.84464,52.44595006
45.53802052,28873.08055,60.86596058
21.22330632,26650.5624,50.97720141
25.6217496,59090.14927,50.81183382
40.15035267,30793.55971,35.96016624
40.13785951,76321.91273,36.74198165
40.15047686,18771.05888,21.94789456
73.52731491,75446.84552,84.99153486
40.70890511,53165.26201,25.12273529
46.3556564,48549.30332,36.14189604
44.54001763,41826.2137,35.63185469
41.51391251,55987.04172,67.89848754
31.84730755,49435.47946,44.10100643
42.5896922,66549.52823,74.95484145
27.27174785,51713.41473,36.53018752
32.63181393,52254.52642,55.57988324
30.14636452,44545.81682,33.29305893
35.81874139,49145.81564,92.90298256
58.14658567,54617.02653,26.24803162
16.32734807,24347.47411,56.1964142
41.8626019,29777.21867,62.67553762
18.87284129,61148.96141,58.27598195
30.28068134,52562.98157,46.29424682
45.88950597,47240.24995,47.40358601
35.64280019,50276.509,50.87622944
24.22255222,55213.72558,47.05995997
27.84696291,41903.6048,69.27758234
41.79597749,38325.42912,94.21046003
27.69633368,52937.67883,38.8501643
37.1645859,35324.40834,22.60394041
35.4557184,56123.79134,48.23435903
28.48399652,24461.24594,101.5941868
56.43944089,65437.33456,33.92650864
41.33919022,57088.96224,82.78233611
14.74857413,53840.44601,83.55401628
36.86454315,64740.36476,38.92823517
28.38213535,74982.11667,61.37966158
43.52433335,65215.55098,82.56793246
27.07479262,22386.88653,42.41744518
33.85263559,30806.3455,45.9283928
40.04987279,40627.72133,38.36638172
43.65755194,50391.36575,29.70486539
22.99703593,57764.88531,37.0144491
31.65498764,39113.8428,25.52119466
30.25054689,52801.50147,50.68166937
28.46670767,38669.25601,34.60053538
52.6545424,40827.23296,54.67571824
39.04981711,28900.08355,18.88208708
22.39116046,36151.50131,56.61760464
44.17861947,29724.73092,66.67057923
56.22156197,35361.90121,10.12528715
45.32465261,65804.62695,57.4811314
19.80630034,35759.01667,74.55337985
30.15765927,89485.73097,25.80717963
47.66911149,57399.76851,83.45144774
27.92330534,52772.54186,58.38038019
39.43819428,37124.6333,35.89976288
42.74634053,60504.64819,48.88461845
25.73069528,41365.43261,61.16653825
34.40474644,51830.14722,51.52010783
2.587326599,88401.26807,60.77511985
24.75612359,48559.1015,31.58652814
32.47431849,67239.09989,53.38721648
22.52216818,39452.35362,21.72571006
51.32411304,49475.17264,47.77547877
20.69858622,76562.00953,31.92184717
30.59955513,40595.49413,35.28940115
36.30740577,77186.72837,74.7218635
49.41273289,60616.27903,71.82620241
20.64137849,41562.99836,62.18276242
46.63163752,59486.11609,28.15374471
35.10233061,64588.31674,43.67183101
25.18491349,59327.14943,74.261954
39.62103474,26446.6292,52.83433827
36.99059696,39092.94236,96.3865908
28.99783123,46287.22047,57.86635679
35.69802085,48883.49856,53.84098233
31.14686403,59310.08146,43.81767072
36.13517345,52665.51501,52.6708181
41.62130675,29969.83462,46.95060327
50.86016816,55702.96777,64.16217353
22.62184501,59158.78618,69.13404634
56.33033375,58396.85672,34.28021079
15.479122,66211.71088,23.37534093
33.48214905,62508.83232,13.27589254
40.88317206,56887.70119,60.15982654
37.80991868,48947.51433,27.93266788
28.7730048,25085.586,6.942188141
32.9187775,56444.27329,57.77157209
30.06999065,53115.31531,99.85999035
29.10635243,54073.68256,49.87858177
43.49602097,30848.77136,66.76981549
38.57015486,33784.15189,51.63658717
28.07090405,65797.2928,48.02220694
43.99599875,49406.67269,68.38152966
38.07299521,60222.51046,44.19450912
43.12862119,50424.77564,55.34784628
41.29628842,50446.34209,56.43395612
26.71004989,64074.25709,36.63819093
29.3981896,42259.32908,69.84084699
42.47293605,51441.81165,46.50080487
41.10370265,43065.87067,34.88509681
34.79098406,43482.55659,60.73019687
36.17327383,45362.41815,32.03064036
47.77664896,53332.00657,50.56362315
29.08428611,42818.77068,49.81762007
40.47097381,68836.34188,71.71791132
32.97807348,36580.89047,59.49396466
32.82318797,47196.92534,49.49946083
45.98776852,43404.03413,66.35532598
43.25416349,71704.66827,77.80415098
43.13509636,52948.32165,61.15620613
48.05478807,65477.66809,50.2070524
35.21003842,27716.5944,23.76327535
41.81952971,54005.75399,28.69772674
31.89733243,63344.46193,43.89550591
38.24166352,51234.25984,37.80975596
33.69856946,65982.20563,46.26057394
35.96995965,42240.67325,51.1329985
40.95157025,71140.2116,60.59385509
26.81779317,84483.47185,48.59002444
55.92387276,44557.42159,59.73003288
24.93982619,43317.46218,51.2894883
22.85811387,71800.76716,10.49066867
46.58110874,73693.58219,31.21329212
42.91662694,42157.09959,47.11824889
41.24119817,43697.19774,25.80610514
41.28345509,45773.23087,61.9985746
34.87753227,29833.24233,80.61501665
26.02745629,36220.2208,74.37523703
35.75804558,34937.8885,45.73114258
28.22838288,38483.03652,79.81452274
44.75119733,49479.72669,52.97334914
33.52942618,53513.22099,43.25828058
26.74502803,73257.50739,37.73194673
31.78614158,35024.68939,43.95060627
39.12931454,64764.83598,42.23646363
29.36275447,46790.16734,53.40832445
26.77779604,49258.04436,53.21147962
37.43687211,60122.29238,50.0609204
37.44966571,33159.16968,58.73876339
29.93056825,55736.14619,73.8129255
30.28961694,52496.78312,68.99108271
37.32049937,57386.76896,20.30204063
20.51915659,54337.52966,-1.078422698
20.92536226,86829.5021,68.68639822
27.81555779,40433.90024,22.66242603
32.86552848,42035.04567,45.50469196
38.10907566,40652.8921,26.59773948
49.75356217,41667.84321,13.96039125
43.57659623,40439.19309,60.82925456
33.4006147,67835.24797,65.18310321
34.80983792,71307.56372,38.46979199
24.97470635,41438.80559,-1.820845843
34.81486864,37514.6664,39.07511103
32.11341361,57071.23335,57.83608011
38.2271856,41716.65434,20.42176862
26.72769056,59493.97727,53.6671984
40.19346514,53043.84531,49.69380302
50.32738913,27263.83828,61.58582999
33.91239852,73212.57802,52.39160737
39.01711722,76938.1651,30.53862118
41.90143992,40808.16964,73.93143003
30.98779528,44184.4766,46.82940854
37.24092482,54287.98086,49.45390921
35.12592401,55016.85185,31.33464082
35.97676099,59878.16409,41.13435498
27.26990216,80153.06808,32.30394572
35.24510174,47345.79159,46.5410788
39.97998291,38025.54133,84.2341696
49.51143608,29310.21158,22.56197714
44.59270826,39036.0494,17.72877204
56.53182458,49503.09541,79.42340655
27.32652437,76918.36795,45.81352646
43.72320637,42235.83051,36.61854523
36.83342006,53356.81927,70.79809375
56.89802933,49753.65656,37.88768921
26.91701715,67825.8991,86.52019427
26.60278158,87903.98639,63.55851743
29.00607355,42036.96841,40.24177184
13.76104276,42658.40836,93.14616427
29.74244978,65662.41316,37.88570154
27.40867338,60228.37234,64.84190744
36.50393786,77700.60989,55.98585161
38.41755976,58758.92278,76.03482579
53.76170839,44610.61864,81.23022393
44.50423838,58859.82246,50.64008298
29.23096344,66630.55371,34.93164259
26.01585329,62307.23272,59.19944286
39.91919172,57609.11047,36.4456926
21.79766793,66000.12034,90.26774495
53.31458766,67539.43386,52.73070662
46.79440121,70732.38487,42.69356897
30.30824348,59730.64831,53.69360612
17.86865471,47493.2288,23.05747421
48.53872374,52200.7053,30.56771923
33.85460155,68097.6345,74.00827816
47.37816312,37745.96494,36.86211442
19.05572341,55530.09963,29.06178035
29.00624977,44099.91782,60.73305505
35.052437,50431.17234,73.71408309
35.46980594,69176.77794,64.37906621
30.49934529,52866.48602,69.92095372
41.22849932,50696.54822,34.86409823
24.32379571,29602.15789,21.56378667
33.57620515,61193.80349,80.02667304
36.20295632,59682.26272,43.54640322
40.14438834,82448.82085,44.98333967
42.11614878,45383.32648,76.56388284
23.75357908,53287.25491,61.12460019
19.65885829,53740.75526,59.11775544
47.77676822,73661.7992,93.3000469
38.32314012,48570.56701,37.12963539
27.51513463,54185.32289,68.55680256
50.51151976,59118.44765,51.1402625
36.15674634,52799.13685,55.37184558
46.79297184,43303.49578,80.56936853
35.67518481,52911.34989,60.15671513
55.60747925,66104.47625,60.76592158
52.55340842,34602.27051,71.45014675
32.51035852,51994.54511,42.70094541
44.71570951,39498.18778,33.21580665
41.4537595,67925.69943,29.10381612
48.68631558,27152.19643,10.67286821
25.35076539,41616.17229,91.1241426
41.8605146,55658.17813,27.93583269
45.58424487,73482.86044,45.57492753
17.41260514,49013.74608,44.463734
23.16741487,41672.0071,56.14813396
14.60767822,78217.35604,66.31474425
32.30593166,28279.79149,67.20946977
42.17542256,17017.91065,38.33845123
50.02357052,56600.21675,46.65756572
35.7409478,42469.18663,55.65159901
51.28615546,34681.50774,45.02617748
21.19898542,60625.34671,82.14691152
17.96617561,53657.01071,59.81949903
34.44452301,41538.82054,64.69755572
38.84065449,30795.43402,63.25762537
34.67305252,63086.85992,73.46947715
14.325579,59753.01767,53.62043117
34.1087996,48512.36204,24.06336104
21.95530499,77699.55494,57.99375904
41.69672549,33948.72851,36.97286212
38.66598246,27117.12244,39.42766637
25.60120214,39621.37895,61.72728038
29.86133083,49316.20975,74.76566143
24.40786478,53650.09174,50.42543153
34.37320903,46381.45913,56.17666025
44.55142321,55280.83095,84.04429889
25.14273954,31226.90864,54.81506359
40.04046516,71656.46906,102.0336623
29.69742382,48767.73232,61.31019291
27.07127168,66759.43747,14.78474482
33.9296964,55140.8802,65.06683242
24.64757678,56851.29829,57.6231677
29.46350695,58546.5092,75.79505508
23.02122107,56715.6284,63.46362703
54.64725133,59640.8414,47.23088032
35.35263552,69937.28795,25.51403527
28.00274492,52947.81755,45.81953485
37.13979911,60635.05636,32.98959092
33.8767195,48653.96459,38.389531
32.790304,71601.75823,61.77156809
41.141667,39854.11547,83.39809009
42.5750771,77014.10649,57.8934306
29.69498852,49397.63074,26.08233876
29.24181759,28538.37347,58.89205336
32.24948303,51921.56622,73.93262973
11.98078835,39784.22514,37.80434191
19.84808938,62609.65323,47.31965667
48.66874267,40210.64031,50.29376389
51.44967714,43307.2485,34.30203374
32.5096396,21656.88904,62.96560868
40.76556963,43215.40521,47.58103703
38.11250155,13641.8101,58.39064888
65.78880808,26241.45765,32.25015644
46.19574911,61406.21984,41.25083399
33.72082409,61787.00238,64.44762716
25.44459559,56381.86343,42.54333696
18.9355368,35495.35785,84.53927702
37.03463636,49284.32966,42.00727629
27.43649255,49945.96191,54.49369452
20.7774629,32624.52966,68.65181664
28.53427116,72550.97453,21.63268534
24.18451996,63160.43436,14.78382376
51.87141635,46685.53739,19.48687371
43.81639757,50403.28758,75.25168207
34.92027359,53125.74212,38.96283708
49.79944139,19373.97697,101.1639857
35.77368308,46292.33926,38.71504803
26.38715799,39770.23628,53.69102606
50.23124077,34975.69985,80.84219905
40.38910044,45783.49561,90.12185776
24.62753846,76965.2979,91.23007153
33.09661322,59612.64292,74.16732461
26.24381747,41432.31515,70.48125052
21.17200269,58588.74172,61.85053898
85,250000,10
15,5000,150
40,100000,250
-10,300000,10
